AGE76,BLACK,DADED,ED76,EXP76,IQSCORE,WAGE76,LWAGE76,MOMED,NEARC,SMSA76,SOUTH76
27,0,10.0000000000000000,12,9,91,425,6.0520889999999996,12.00,1,1,0
30,0,12.0000000000000000,16,8,115,538,6.2878579999999999,12.00,1,1,0
32,0,12.0000000000000000,16,10,113,740,6.6066500000000001,12.00,1,1,0
32,0,10.0000000000000000,13,13,123,673,6.5117450000000003,12.00,1,1,0
34,0,10.0000000000000000,12,16,95,769,6.6450909999999999,10.00,1,1,0
24,0,10.0000000000000000,12,6,102,592,6.3835069999999998,10.00,1,1,0
34,0,12.0000000000000000,16,12,145,1563,7.3543620000000001,12.00,1,1,0
28,0,11.0000000000000000,16,6,114,774,6.6515719999999998,11.00,1,1,0
26,0,8.0000000000000000,12,8,113,600,6.3969300000000002,9.00,1,1,1
31,0,8.0000000000000000,13,12,93,570,6.3456359999999998,12.00,1,1,0
28,0,12.0000000000000000,15,7,119,538,6.2878579999999999,12.00,1,1,0
25,0,12.0000000000000000,12,7,108,627,6.4409470000000004,9.00,1,1,0
26,0,6.0000000000000000,12,8,72,545,6.3007860000000004,11.00,1,1,0
25,0,12.0000000000000000,12,7,86,576,6.3561079999999999,9.00,1,1,0
25,0,14.0000000000000000,16,3,123,700,6.5510799999999998,12.00,1,1,0
28,0,12.0000000000000000,16,6,103,788,6.6694979999999999,12.00,1,1,0
27,0,12.0000000000000000,17,4,101,1012,6.9196840000000002,12.00,1,1,0
29,0,12.0000000000000000,14,9,105,601,6.3985950000000003,16.00,1,1,0
26,0,10.0000000000000000,12,8,95,500,6.2146080000000001,12.00,1,1,0
31,0,8.0000000000000000,11,14,98,550,6.3099179999999997,6.00,1,1,0
31,0,8.0000000000000000,18,7,115,810,6.6970340000000004,8.00,1,1,1
28,1,9.9399999999999995,12,10,60,313,5.7462030000000004,9.00,1,1,0
25,0,9.9399999999999995,18,1,135,731,6.5944130000000003,4.00,1,1,0
25,0,9.0000000000000000,16,3,132,625,6.4377519999999997,10.00,1,1,0
24,0,16.0000000000000000,14,4,106,588,6.3767269999999998,12.00,1,1,0
26,0,12.0000000000000000,14,6,113,375,5.9269259999999999,12.00,1,1,0
29,0,14.0000000000000000,16,7,102,817,6.7056389999999997,11.00,1,1,1
30,0,15.0000000000000000,14,10,91,865,6.7627300000000004,12.00,1,1,0
28,0,12.0000000000000000,15,7,104,350,5.8579330000000001,12.00,1,1,1
32,0,16.0000000000000000,13,13,97,505,6.2245580000000000,16.00,1,1,1
30,0,12.0000000000000000,17,7,125,816,6.7044139999999999,13.00,1,1,0
26,0,14.0000000000000000,18,2,123,625,6.4377519999999997,12.00,1,1,0
32,0,16.0000000000000000,18,8,128,769,6.6450909999999999,16.00,1,1,0
27,0,16.0000000000000000,17,4,133,500,6.2146080000000001,17.00,1,1,0
27,0,12.0000000000000000,17,4,114,619,6.4281050000000004,8.00,1,1,0
30,0,9.9399999999999995,12,12,103,650,6.4769730000000001,8.00,1,1,0
28,0,10.0000000000000000,18,4,130,769,6.6450909999999999,12.00,1,1,0
26,0,10.0000000000000000,12,8,97,512,6.2383249999999997,12.00,1,1,0
31,0,12.0000000000000000,18,7,132,625,6.4377519999999997,13.00,1,1,0
31,0,12.0000000000000000,14,11,98,1111,7.0130160000000004,12.00,1,1,0
28,0,12.0000000000000000,13,9,108,721,6.5806389999999997,12.00,1,1,0
32,0,13.0000000000000000,14,12,107,1154,7.0509899999999996,12.00,1,1,0
34,0,18.0000000000000000,18,10,129,827,6.7178050000000002,18.00,1,0,0
28,0,14.0000000000000000,17,5,132,1076,6.9810059999999998,17.00,1,1,0
33,0,9.9399999999999995,12,15,101,625,6.4377519999999997,8.00,1,1,0
27,0,9.9399999999999995,13,8,92,460,6.1312270000000000,8.00,1,1,0
24,1,8.0000000000000000,14,4,108,900,6.8023949999999997,12.00,1,1,0
29,0,8.0000000000000000,18,5,132,682,6.5250300000000001,9.00,1,1,0
27,0,12.0000000000000000,13,8,106,625,6.4377519999999997,15.00,1,1,0
32,0,12.0000000000000000,18,8,123,1005,6.9127429999999999,12.00,1,1,0
24,0,9.0000000000000000,11,7,109,725,6.5861720000000004,11.00,1,1,0
27,0,8.0000000000000000,15,6,103,750,6.6200729999999997,11.00,1,1,0
29,0,9.9399999999999995,14,9,108,529,6.2709880000000000,8.00,1,1,0
29,0,8.0000000000000000,17,6,122,972,6.8793559999999996,12.00,1,1,0
26,0,12.0000000000000000,12,8,109,472,6.1569789999999998,12.00,1,0,0
24,0,12.0000000000000000,12,6,102,325,5.7838250000000002,12.00,1,1,0
34,0,9.9399999999999995,12,16,109,875,6.7742240000000002,12.00,1,1,0
34,0,9.0000000000000000,13,15,100,625,6.4377519999999997,10.00,1,1,0
26,0,8.0000000000000000,12,8,93,337,5.8200830000000003,10.00,1,1,0
27,0,5.0000000000000000,16,5,115,481,6.1758670000000002,5.00,1,1,0
30,0,15.0000000000000000,18,6,125,962,6.8690140000000000,14.00,1,1,0
29,0,13.0000000000000000,16,7,106,615,6.4216220000000002,12.00,1,0,0
28,0,12.0000000000000000,14,8,113,702,6.5539339999999999,12.00,1,1,0
31,0,9.9399999999999995,14,11,122,635,6.4536249999999997,12.00,1,1,0
27,0,10.0000000000000000,12,9,116,817,6.7056389999999997,10.00,1,1,0
26,0,9.9399999999999995,14,6,116,577,6.3578419999999998,12.00,1,1,0
26,0,12.0000000000000000,17,3,105,466,6.1441860000000004,12.00,1,1,0
31,0,12.0000000000000000,16,9,112,793,6.6758230000000003,12.00,1,1,1
28,0,12.0000000000000000,14,8,113,635,6.4536249999999997,12.00,1,1,0
29,0,12.0000000000000000,16,7,94,705,6.5581980000000000,12.00,1,1,0
28,0,12.0000000000000000,14,8,103,635,6.4536249999999997,9.00,1,1,0
30,0,9.9399999999999995,12,12,102,694,6.5424720000000001,12.00,1,1,0
34,0,10.0000000000000000,13,15,109,615,6.4216220000000002,12.00,1,1,0
26,0,15.0000000000000000,16,4,130,462,6.1355649999999997,10.00,1,1,0
34,0,12.0000000000000000,12,16,105,865,6.7627300000000004,12.00,1,1,0
33,0,12.0000000000000000,18,9,134,737,6.6025879999999999,12.00,1,1,1
31,0,9.9399999999999995,12,13,105,808,6.6945620000000003,7.00,1,1,0
26,0,11.0000000000000000,16,4,104,654,6.4831079999999996,12.00,1,1,0
25,0,9.9399999999999995,12,7,112,300,5.7037829999999996,12.00,1,1,0
30,0,8.0000000000000000,16,8,115,577,6.3578419999999998,10.00,1,1,0
31,0,8.0000000000000000,18,7,117,594,6.3868790000000004,8.00,1,0,0
26,0,12.0000000000000000,17,3,114,325,5.7838250000000002,8.00,1,1,0
24,0,12.0000000000000000,16,2,118,385,5.9532429999999996,8.00,1,0,0
25,0,12.0000000000000000,18,1,107,1000,6.9077549999999999,12.00,1,1,0
28,0,8.0000000000000000,18,4,120,465,6.1420370000000002,11.00,1,1,0
28,0,16.0000000000000000,16,6,131,440,6.0867750000000003,18.00,1,1,0
27,0,16.0000000000000000,16,5,124,625,6.4377519999999997,17.00,1,1,0
27,0,11.0000000000000000,17,4,121,285,5.6524890000000001,12.00,1,1,0
27,0,10.0000000000000000,14,7,110,650,6.4769730000000001,12.00,1,1,0
25,0,10.0000000000000000,13,6,103,808,6.6945620000000003,12.00,1,1,0
26,0,14.0000000000000000,16,4,115,831,6.7226299999999997,12.00,1,1,0
31,0,8.0000000000000000,12,13,96,500,6.2146080000000001,6.00,1,1,0
32,0,12.0000000000000000,17,9,123,693,6.5410300000000001,12.00,1,1,0
27,0,12.0000000000000000,12,9,101,1100,7.0030659999999996,10.00,1,1,0
25,0,8.0000000000000000,12,7,98,763,6.6372580000000001,12.00,1,1,0
25,0,7.0000000000000000,16,3,108,333,5.8081430000000003,8.00,1,1,0
30,0,16.0000000000000000,18,6,138,409,6.0137150000000004,12.00,1,1,0
27,0,9.9399999999999995,16,5,121,865,6.7627300000000004,12.00,1,1,0
31,0,8.0000000000000000,12,13,96,888,6.7889720000000002,12.00,1,1,0
34,0,9.9399999999999995,12,16,89,673,6.5117450000000003,12.00,1,1,0
33,0,7.0000000000000000,12,15,109,700,6.5510799999999998,10.25,1,0,0
33,0,16.0000000000000000,18,9,133,250,5.5214610000000004,16.00,1,1,1
27,0,11.0000000000000000,11,10,84,625,6.4377519999999997,9.00,1,1,0
28,0,8.0000000000000000,13,9,98,576,6.3561079999999999,12.00,1,1,0
26,1,12.0000000000000000,12,8,85,613,6.4183649999999997,9.00,1,1,0
31,0,11.0000000000000000,12,13,105,700,6.5510799999999998,9.00,1,1,0
24,0,11.0000000000000000,12,6,93,450,6.1092480000000000,9.00,1,1,0
28,0,9.9399999999999995,16,6,115,500,6.2146080000000001,12.00,1,1,0
25,0,12.0000000000000000,16,3,146,250,5.5214610000000004,12.00,1,1,0
29,0,9.0000000000000000,12,11,82,375,5.9269259999999999,12.00,1,1,0
34,0,9.9399999999999995,15,13,120,457,6.1246830000000001,12.00,1,0,0
28,0,9.9399999999999995,12,10,122,951,6.8575140000000001,12.00,1,1,0
25,0,12.0000000000000000,16,3,128,289,5.6664269999999997,14.00,1,0,0
25,0,9.9399999999999995,16,3,110,500,6.2146080000000001,10.25,1,1,0
32,0,16.0000000000000000,18,8,114,726,6.5875500000000002,12.00,1,1,0
29,0,18.0000000000000000,18,5,117,1265,7.1428279999999997,12.00,1,1,0
26,1,18.0000000000000000,17,3,109,613,6.4183649999999997,18.00,1,1,0
28,0,10.0000000000000000,12,10,91,545,6.3007860000000004,11.00,1,1,0
28,0,12.0000000000000000,13,9,107,278,5.6276210000000004,8.00,1,1,0
34,0,16.0000000000000000,18,10,114,1442,7.2737869999999996,12.00,1,1,0
27,0,16.0000000000000000,16,5,126,995,6.9027430000000001,12.00,1,1,0
29,0,11.0000000000000000,12,11,82,700,6.5510799999999998,11.00,1,1,0
28,0,9.0000000000000000,16,6,119,577,6.3578419999999998,12.00,1,1,0
31,0,6.0000000000000000,16,9,104,858,6.7546039999999996,12.00,1,1,0
28,0,12.0000000000000000,12,10,97,686,6.5308780000000004,10.25,1,1,0
31,0,11.0000000000000000,15,10,115,832,6.7238329999999999,10.25,1,1,0
33,0,13.0000000000000000,13,14,83,633,6.4504700000000001,8.00,1,1,0
32,0,12.0000000000000000,12,14,97,689,6.5352410000000001,12.00,1,1,0
30,0,8.0000000000000000,14,10,119,769,6.6450909999999999,8.00,1,1,0
27,0,12.0000000000000000,15,6,105,385,5.9532429999999996,14.00,1,1,0
27,0,10.0000000000000000,12,9,114,615,6.4216220000000002,12.00,1,1,0
34,0,9.9399999999999995,12,16,93,682,6.5250300000000001,8.00,1,1,0
32,0,9.9399999999999995,10,16,73,670,6.5072770000000002,10.25,1,1,0
33,0,8.0000000000000000,11,16,96,800,6.6846120000000004,8.00,1,1,0
30,0,12.0000000000000000,18,6,117,1026,6.9334230000000003,16.00,1,1,0
25,0,16.0000000000000000,15,4,113,769,6.6450909999999999,12.00,1,1,0
32,0,10.0000000000000000,10,16,106,290,5.6698810000000002,14.00,1,1,1
28,0,9.9399999999999995,13,9,104,529,6.2709880000000000,8.00,1,1,0
29,0,12.0000000000000000,10,13,80,549,6.3080980000000002,10.25,1,1,0
26,0,8.0000000000000000,12,8,104,475,6.1633149999999999,12.00,1,1,0
26,0,12.0000000000000000,12,8,102,450,6.1092480000000000,12.00,1,1,0
27,0,10.0000000000000000,17,4,114,875,6.7742240000000002,10.25,1,1,0
25,0,10.0000000000000000,15,4,93,200,5.2983169999999999,10.25,1,1,0
26,0,16.0000000000000000,13,7,122,300,5.7037829999999996,16.00,1,0,0
25,0,16.0000000000000000,16,3,117,462,6.1355649999999997,10.25,1,0,0
30,0,13.0000000000000000,12,12,96,385,5.9532429999999996,12.00,1,1,0
32,0,16.0000000000000000,15,11,95,1282,7.1561769999999996,16.00,1,1,0
25,0,12.0000000000000000,16,3,117,588,6.3767269999999998,12.00,1,1,0
27,0,17.0000000000000000,12,9,105,600,6.3969300000000002,16.00,1,1,0
33,1,8.0000000000000000,12,15,94,440,6.0867750000000003,8.00,1,1,0
26,0,13.0000000000000000,18,2,139,467,6.1463289999999997,16.00,1,1,1
29,0,14.0000000000000000,17,6,91,929,6.8341089999999998,12.00,1,1,0
27,0,14.0000000000000000,16,5,96,556,6.3207680000000002,12.00,1,1,0
24,0,14.0000000000000000,13,5,114,438,6.0822190000000003,12.00,1,1,0
29,1,9.0000000000000000,12,11,54,600,6.3969300000000002,10.00,1,1,0
26,1,9.0000000000000000,12,8,69,575,6.3543700000000003,10.00,1,1,0
26,1,9.0000000000000000,12,8,67,389,5.9635790000000002,10.00,1,1,0
34,0,12.0000000000000000,12,16,110,795,6.6783419999999998,10.25,1,0,0
27,0,18.0000000000000000,18,3,125,471,6.1548579999999999,16.00,1,1,0
26,0,18.0000000000000000,17,3,124,202,5.3082680000000000,16.00,1,1,0
24,0,15.0000000000000000,17,1,113,350,5.8579330000000001,17.00,1,1,0
24,0,10.0000000000000000,14,4,100,375,5.9269259999999999,12.00,1,0,0
25,0,12.0000000000000000,16,3,97,481,6.1758670000000002,9.00,1,1,0
31,0,8.0000000000000000,18,7,125,962,6.8690140000000000,8.00,1,1,0
27,0,12.0000000000000000,15,6,106,423,6.0473720000000002,12.00,1,1,0
27,0,11.0000000000000000,15,6,101,500,6.2146080000000001,12.00,1,1,0
32,0,10.0000000000000000,12,14,91,575,6.3543700000000003,9.00,1,1,0
33,0,10.0000000000000000,12,15,86,577,6.3578419999999998,8.00,1,1,0
31,0,8.0000000000000000,12,13,110,310,5.7365719999999998,9.00,1,1,0
32,0,9.9399999999999995,14,12,92,1322,7.1869009999999998,12.00,1,1,0
34,0,12.0000000000000000,10,18,85,551,6.3117349999999997,9.00,1,1,0
30,0,8.0000000000000000,17,7,120,881,6.7810579999999998,8.00,1,1,0
26,0,9.9399999999999995,12,8,107,427,6.0567840000000004,9.00,1,1,0
24,0,9.9399999999999995,16,2,116,576,6.3561079999999999,9.00,1,1,0
28,0,12.0000000000000000,16,6,121,673,6.5117450000000003,12.00,1,1,0
27,0,12.0000000000000000,16,5,112,577,6.3578419999999998,12.00,1,1,1
25,0,7.0000000000000000,12,7,100,770,6.6463900000000002,11.00,1,0,0
26,0,7.0000000000000000,12,8,112,500,6.2146080000000001,12.00,1,1,0
28,0,14.0000000000000000,16,6,108,391,5.9687080000000003,12.00,1,1,0
34,0,12.0000000000000000,12,16,90,810,6.6970340000000004,10.00,1,1,0
34,1,12.0000000000000000,9,19,86,543,6.2971089999999998,10.25,1,0,0
25,0,12.0000000000000000,17,2,127,864,6.7615730000000003,12.00,1,1,0
28,1,9.9399999999999995,10,12,86,700,6.5510799999999998,8.00,1,0,0
25,0,12.0000000000000000,12,7,113,510,6.2344109999999997,12.00,1,0,0
34,0,9.0000000000000000,13,15,111,615,6.4216220000000002,12.00,1,1,0
29,0,9.0000000000000000,14,9,113,761,6.6346340000000001,8.00,1,1,0
31,0,9.9399999999999995,10,15,81,493,6.2005090000000003,10.25,1,1,0
24,0,12.0000000000000000,16,2,111,445,6.0980740000000004,12.00,1,1,0
24,0,12.0000000000000000,16,2,112,750,6.6200729999999997,12.00,1,1,0
24,0,12.0000000000000000,16,2,114,700,6.5510799999999998,12.00,1,1,0
29,0,12.0000000000000000,12,11,111,608,6.4101749999999997,12.00,1,1,0
24,0,7.0000000000000000,13,5,106,450,6.1092480000000000,8.00,1,1,0
33,0,12.0000000000000000,14,13,79,500,6.2146080000000001,12.00,1,1,0
26,0,11.0000000000000000,12,8,98,365,5.8998980000000003,12.00,0,1,0
26,0,10.0000000000000000,12,8,105,813,6.7007310000000002,12.00,0,1,0
29,0,9.9399999999999995,12,11,105,524,6.2614919999999996,10.00,0,0,0
28,0,9.0000000000000000,13,9,118,815,6.7031879999999999,12.00,0,1,0
28,0,11.0000000000000000,12,10,100,750,6.6200729999999997,12.00,0,1,0
32,0,8.0000000000000000,12,14,90,1125,7.0255380000000001,12.00,0,1,0
28,0,8.0000000000000000,12,10,95,625,6.4377519999999997,9.00,0,1,0
25,0,12.0000000000000000,14,5,112,715,6.5722820000000004,12.00,0,1,0
31,0,8.0000000000000000,12,13,96,591,6.3818159999999997,12.00,0,0,0
27,0,12.0000000000000000,17,4,127,404,6.0014149999999997,12.00,0,1,0
28,0,10.0000000000000000,12,10,120,675,6.5147130000000004,12.00,1,1,0
25,0,10.0000000000000000,12,7,123,444,6.0958249999999996,12.00,1,1,0
25,0,10.0000000000000000,12,7,98,700,6.5510799999999998,12.00,1,1,1
26,0,8.0000000000000000,12,8,114,325,5.7838250000000002,12.00,1,1,0
26,0,15.0000000000000000,13,7,103,668,6.5042879999999998,16.00,1,1,0
31,0,18.0000000000000000,18,7,121,2404,7.7848889999999997,16.00,1,1,0
25,0,12.0000000000000000,16,3,117,758,6.6306830000000003,14.00,1,1,0
34,0,12.0000000000000000,16,12,90,986,6.8936560000000000,12.00,1,1,0
25,0,12.0000000000000000,12,7,125,577,6.3578419999999998,12.00,1,1,0
29,0,12.0000000000000000,17,6,104,286,5.6559920000000004,12.00,1,0,0
28,0,18.0000000000000000,14,8,106,231,5.4424180000000000,16.00,1,1,1
28,0,9.0000000000000000,15,7,122,615,6.4216220000000002,10.00,1,1,0
25,0,9.0000000000000000,15,4,120,700,6.5510799999999998,10.00,1,1,0
33,0,12.0000000000000000,18,9,112,714,6.5708830000000003,7.00,1,1,0
28,0,8.0000000000000000,18,4,109,868,6.7661910000000001,9.00,1,1,0
29,0,9.0000000000000000,16,7,128,917,6.8211069999999996,10.00,1,0,0
27,0,12.0000000000000000,12,9,97,1065,6.9707299999999996,12.00,1,1,0
29,0,12.0000000000000000,12,11,96,400,5.9914649999999998,12.00,1,1,1
27,0,12.0000000000000000,12,9,103,640,6.4614680000000000,12.00,1,1,0
27,0,12.0000000000000000,17,4,127,641,6.4630289999999997,12.00,1,1,1
24,0,8.0000000000000000,12,6,97,817,6.7056389999999997,12.00,1,0,0
27,0,10.0000000000000000,17,4,120,975,6.8824379999999996,9.00,1,1,0
29,1,6.0000000000000000,12,11,78,750,6.6200729999999997,7.00,1,1,0
24,0,7.0000000000000000,15,3,118,463,6.1377269999999999,8.00,1,0,0
27,0,11.0000000000000000,12,9,89,401,5.9939609999999997,9.00,1,1,0
27,0,8.0000000000000000,17,4,122,1192,7.0833880000000002,6.00,1,1,0
26,0,7.0000000000000000,14,6,98,625,6.4377519999999997,6.00,1,1,0
27,0,12.0000000000000000,13,8,101,714,6.5708830000000003,12.00,1,1,0
30,0,9.9399999999999995,12,12,112,553,6.3153579999999998,7.00,1,1,0
34,0,5.0000000000000000,12,16,88,579,6.3613020000000002,2.00,1,1,0
33,0,12.0000000000000000,18,9,136,1923,7.5616420000000000,12.00,1,1,0
26,0,13.0000000000000000,16,4,124,806,6.6920840000000004,10.00,1,1,0
29,1,9.9399999999999995,12,11,96,344,5.8406409999999997,6.00,1,1,0
32,0,11.0000000000000000,12,14,97,962,6.8690140000000000,14.00,1,1,0
34,0,12.0000000000000000,18,10,107,837,6.7298239999999998,10.00,1,1,0
28,0,9.9399999999999995,16,6,111,563,6.3332800000000002,10.25,1,1,0
28,0,10.0000000000000000,16,6,102,1410,7.2513449999999997,10.00,1,1,0
25,0,9.9399999999999995,12,7,115,480,6.1737859999999998,12.00,1,1,0
24,0,7.0000000000000000,12,6,94,600,6.3969300000000002,8.00,1,1,0
25,1,7.0000000000000000,14,5,92,417,6.0330859999999999,12.00,1,1,0
25,0,16.0000000000000000,16,3,116,300,5.7037829999999996,13.00,1,1,0
32,0,9.0000000000000000,12,14,101,721,6.5806389999999997,6.00,1,1,0
34,0,8.0000000000000000,12,16,99,856,6.7522700000000002,10.25,1,1,0
30,0,10.0000000000000000,10,14,106,738,6.6039440000000003,7.00,1,1,0
34,0,6.0000000000000000,11,17,122,572,6.3491390000000001,10.25,1,1,0
32,0,9.9399999999999995,12,14,88,805,6.6908420000000000,9.00,1,0,0
30,0,6.0000000000000000,10,14,59,400,5.9914649999999998,8.00,1,1,0
29,0,12.0000000000000000,18,5,126,962,6.8690140000000000,16.00,1,1,0
27,0,13.0000000000000000,18,3,126,817,6.7056389999999997,16.00,1,1,0
30,0,12.0000000000000000,18,6,105,721,6.5806389999999997,12.00,1,1,0
24,0,16.0000000000000000,18,0,123,913,6.8167359999999997,16.00,1,1,0
27,0,8.0000000000000000,17,4,119,379,5.9375359999999997,12.00,1,1,0
26,0,8.0000000000000000,14,6,108,350,5.8579330000000001,12.00,1,1,0
33,0,8.0000000000000000,11,16,93,694,6.5424720000000001,8.00,1,1,0
32,0,9.9399999999999995,12,14,82,1014,6.9216579999999999,12.00,1,1,1
34,0,16.0000000000000000,18,10,123,1136,7.0352690000000004,16.00,1,1,0
30,0,16.0000000000000000,18,6,134,1709,7.4436640000000001,16.00,1,1,0
26,0,12.0000000000000000,12,8,84,529,6.2709880000000000,8.00,1,1,0
32,1,12.0000000000000000,17,9,101,673,6.5117450000000003,16.00,1,1,0
28,0,16.0000000000000000,17,5,125,1010,6.9177059999999999,13.00,1,1,0
28,0,17.0000000000000000,18,4,117,846,6.7405200000000001,12.00,1,1,0
27,0,12.0000000000000000,11,10,98,710,6.5652650000000001,12.00,1,1,0
26,0,12.0000000000000000,16,4,118,820,6.7093040000000004,13.00,1,0,0
25,0,9.0000000000000000,15,4,129,500,6.2146080000000001,10.00,1,1,0
31,0,12.0000000000000000,16,9,96,1049,6.9555930000000004,12.00,1,1,0
29,0,16.0000000000000000,18,5,124,1202,7.0917420000000000,12.00,1,1,0
28,0,8.0000000000000000,16,6,122,648,6.4738910000000001,10.00,1,1,0
30,0,12.0000000000000000,13,11,85,875,6.7742240000000002,12.00,1,1,0
25,0,12.0000000000000000,17,2,112,548,6.3062750000000003,12.00,1,1,0
34,0,12.0000000000000000,15,13,111,2244,7.7160149999999996,8.00,1,1,0
31,0,12.0000000000000000,12,13,90,1442,7.2737869999999996,8.00,1,1,0
33,0,10.0000000000000000,18,9,101,1262,7.1404529999999999,16.00,1,1,0
24,0,11.0000000000000000,12,6,100,600,6.3969300000000002,9.00,1,1,0
26,1,9.9399999999999995,11,9,95,300,5.7037829999999996,10.00,1,1,0
24,0,12.0000000000000000,16,2,120,538,6.2878579999999999,12.00,1,1,0
33,0,9.9399999999999995,12,15,101,846,6.7405200000000001,12.00,1,1,0
28,0,9.9399999999999995,12,10,90,1000,6.9077549999999999,8.00,1,1,0
26,0,12.0000000000000000,16,4,122,561,6.3297210000000002,15.00,1,1,0
26,0,18.0000000000000000,18,2,140,285,5.6524890000000001,18.00,1,1,0
27,0,16.0000000000000000,16,5,106,437,6.0799329999999996,12.00,1,1,0
25,0,12.0000000000000000,13,6,93,325,5.7838250000000002,12.00,1,1,0
28,0,10.0000000000000000,16,6,119,580,6.3630279999999999,12.00,1,1,0
26,1,12.0000000000000000,16,4,95,588,6.3767269999999998,12.00,1,1,0
29,0,14.0000000000000000,18,5,115,801,6.6858610000000001,12.00,1,1,0
25,0,8.0000000000000000,14,5,119,312,5.7430029999999999,10.00,1,1,0
29,1,4.0000000000000000,12,11,67,250,5.5214610000000004,11.00,1,1,0
27,1,4.0000000000000000,15,6,97,500,6.2146080000000001,11.00,1,1,0
33,1,9.9399999999999995,12,15,111,750,6.6200729999999997,12.00,1,1,0
31,0,11.0000000000000000,13,12,101,343,5.8377299999999996,11.00,1,1,1
28,0,11.0000000000000000,15,7,112,250,5.5214610000000004,11.00,1,1,0
24,0,12.0000000000000000,16,2,107,700,6.5510799999999998,10.00,1,1,0
25,0,8.0000000000000000,12,7,93,400,5.9914649999999998,8.00,1,1,0
27,0,14.0000000000000000,17,4,122,555,6.3189679999999999,12.00,1,1,0
28,0,12.0000000000000000,15,7,106,699,6.5496509999999999,12.00,1,1,0
32,0,9.9399999999999995,18,8,127,1216,7.1033220000000004,10.00,1,1,0
29,0,12.0000000000000000,16,7,113,615,6.4216220000000002,12.00,1,1,0
25,0,12.0000000000000000,14,5,115,745,6.6133839999999999,12.00,1,1,0
25,0,16.0000000000000000,18,1,118,647,6.4723459999999999,10.00,1,1,0
